round_epochs,val_loss,loss,dropout_1,dropout_2,epochs,first_n,second_n
59,41.90102143110361,20.523135268448183,101,0,200,100,0.1
50,37.006027527751286,34.11743502008835,401,0,100,50,0
51,26.50453614162139,22.514619584051555,401,0,200,200,0
78,17.77584744246272,14.493705211869822,101,0,100,100,0
