,Timestamp,Open,High,Low,Close,SMA_10,SMA_50,EMA_10,EMA_50,RSI,ROC,MACD_Line,MACD_Diff,MACD_Sig,WO,ATR
0,2004-09-07 00:00:00-04:00,1117.1,1124.07,1116.23,1121.19,,,,,100.0,,,,,,0.0
1,2004-09-08 00:00:00-04:00,1119.31,1123.02,1116.3,1116.31,,,,,0.0,,,,,,0.0
2,2004-09-09 00:00:00-04:00,1117.72,1121.32,1113.56,1118.07,,,,,27.974568574023053,,,,,,0.0
3,2004-09-10 00:00:00-04:00,1117.07,1125.28,1114.37,1123.83,,,,,63.732629727352105,,,,,,0.0
4,2004-09-13 00:00:00-04:00,1123.84,1129.79,1123.33,1125.42,,,,,68.39683819818785,,,,,,0.0
5,2004-09-14 00:00:00-04:00,1125.56,1129.47,1124.74,1128.39,,,,,74.89233318922018,,,,,,0.0
6,2004-09-15 00:00:00-04:00,1125.52,1126.21,1119.7,1120.25,,,,,46.61412478050179,,,,,,0.0
7,2004-09-16 00:00:00-04:00,1120.76,1126.01,1120.76,1123.48,,,,,54.03131491571398,,,,,,0.0
8,2004-09-17 00:00:00-04:00,1125.59,1130.5,1124.15,1128.71,,,,,62.996174957615665,,,,,,0.0
9,2004-09-20 00:00:00-04:00,1124.35,1126.83,1120.3,1122.37,1122.8020000000001,,1123.403541001355,,50.212269828358174,,,,,,0.0
10,2004-09-21 00:00:00-04:00,1122.63,1131.51,1122.63,1129.34,1123.617,,1124.4828971829268,,59.856951754161074,,,,,,0.0
11,2004-09-22 00:00:00-04:00,1123.06,1123.06,1112.63,1113.48,1123.334,,1122.4823704223945,,40.58919639124679,,,,,,0.0
12,2004-09-23 00:00:00-04:00,1112.99,1113.47,1108.05,1108.59,1122.386,,1119.95648489105,,36.66983065987931,-1.1238059561715799,,,,,0.0
13,2004-09-24 00:00:00-04:00,1108.68,1113.82,1108.59,1110.29,1121.0320000000002,,1118.1989421835863,,38.879449385539175,-0.5392767242074318,,,,,7.9150000000000125
14,2004-09-27 00:00:00-04:00,1108.72,1108.74,1103.32,1103.91,1118.881,,1115.6009526956614,,34.074463078361944,-1.2664681102256439,,,,,7.8475000000000135
15,2004-09-28 00:00:00-04:00,1105.42,1111.85,1101.34,1110.29,1117.0710000000004,,1114.6353249328138,,41.81809448709574,-1.2048085564542648,,,,,8.037678571428582
16,2004-09-29 00:00:00-04:00,1109.71,1114.51,1107.36,1114.51,1116.4970000000003,,1114.612538581393,,46.31028867539139,-0.9694158625224433,,,,,7.974272959183691
17,2004-09-30 00:00:00-04:00,1111.59,1116.35,1109.62,1114.27,1115.5760000000005,,1114.5502588393215,,46.092325725303965,-1.2513404053563144,,,,,7.885396319242
18,2004-10-01 00:00:00-04:00,1119.11,1131.64,1118.9,1131.3,1115.8350000000003,,1117.595666323081,,60.35211973521294,0.9863869671948186,,,,,8.562868010724722
19,2004-10-04 00:00:00-04:00,1134.77,1140.28,1134.64,1134.91,1117.0890000000004,,1120.7437269916118,,62.60997279524564,1.0173745861074575,,,,,8.592663152815815
20,2004-10-05 00:00:00-04:00,1134.75,1137.89,1132.07,1134.69,1117.6240000000003,,1123.279412993137,,62.376842212599755,0.5298083653019835,,,,,8.394615784757553
21,2004-10-06 00:00:00-04:00,1132.6,1141.84,1132.6,1141.84,1120.4600000000005,,1126.6540651762027,,66.71470834158549,1.7347220613523193,,,,,8.455000371560585
22,2004-10-07 00:00:00-04:00,1139.38,1139.97,1130.44,1130.44,1122.6450000000004,,1127.3424169623477,,55.68969267459309,0.09740202242018671,,,,,8.665357487877676
23,2004-10-08 00:00:00-04:00,1129.53,1132.93,1120.22,1122.24,1123.8400000000006,,1126.4147047873753,,49.36976164955658,0.7867227071882739,,,,,8.954260524457846
24,2004-10-11 00:00:00-04:00,1123.55,1126.17,1122.84,1124.72,1125.9210000000005,,1126.1065766442161,,51.174469869621944,1.4550013981724632,,,,,8.595384772710862
25,2004-10-12 00:00:00-04:00,1118.73,1124.27,1115.8,1121.99,1127.0910000000003,,1125.3581081634495,,49.099692756457955,1.0537787424907048,,,,,8.618571574660091
26,2004-10-13 00:00:00-04:00,1125.38,1126.56,1109.7,1113.37,1126.9770000000003,,1123.1784521337313,,43.1507986703715,0.8569539183447753,,,,,9.207245033612935
27,2004-10-14 00:00:00-04:00,1113.77,1115.05,1102.08,1103.28,1125.8780000000002,,1119.56055174578,,37.433550237555714,-0.6313665799025472,,,,,9.476013245497727
28,2004-10-15 00:00:00-04:00,1105.9,1113.24,1102.05,1108.09,1123.5570000000002,,1117.4749968829108,,41.41828055254339,-0.5760379000637117,,,,37.25042479778488,9.598440870819323
29,2004-10-18 00:00:00-04:00,1106.21,1114.42,1103.4,1113.97,1121.4630000000002,,1116.8377247223814,,45.950067753410536,-0.02692345661284559,,,,45.855192138377866,9.69998080861794
30,2004-10-19 00:00:00-04:00,1116.31,1118.01,1103.15,1103.25,1118.3190000000002,,1114.367229318312,,39.89125856941483,-2.479448422169182,,,,41.32183938035821,10.068553608002365
31,2004-10-20 00:00:00-04:00,1099.78,1104.1,1094.22,1103.58,1114.4930000000002,,1112.4059148968006,,40.152864943818095,-2.7605713228361854,,,,45.02717948304939,10.055085493145045
32,2004-10-21 00:00:00-04:00,1104.25,1109.01,1098.42,1106.29,1112.078,,1111.2939303701096,,42.37101878546148,-2.50288625087029,,,,44.71856636816893,10.093293672206107
33,2004-10-22 00:00:00-04:00,1106.48,1108.27,1095.38,1095.64,1109.4180000000001,,1108.4477612119078,,36.62587036528349,-4.04610102991661,,,,42.263935789950644,10.29305840990566
34,2004-10-25 00:00:00-04:00,1094.84,1096.82,1090.27,1094.82,1106.428,,1105.9699864461063,,36.218664795008905,-3.1509854569902087,,,,47.33739269774845,10.025697094912394
35,2004-10-26 00:00:00-04:00,1096.65,1110.61,1095.26,1110.61,1105.2900000000002,,1106.813625274087,,48.16873654241673,-1.0363202167094479,,,,53.625183084857404,10.437433016704363
36,2004-10-27 00:00:00-04:00,1110.88,1126.26,1107.47,1125.3,1106.4830000000002,,1110.174784315162,,56.36055745935541,0.051568390354926316,,,,58.13545932171327,11.03404494408262
37,2004-10-28 00:00:00-04:00,1123.42,1130.68,1120.65,1127.1,1108.8650000000002,,1113.2520962578599,,57.252093486281794,0.4554407793295751,,,,65.65229174307653,10.962327448076717
38,2004-10-29 00:00:00-04:00,1126.58,1131.46,1124.61,1129.45,1111.0010000000002,,1116.1971696655216,,58.44568539881531,1.444263811670887,,,,64.1227287496769,10.668589773214105
39,2004-11-01 00:00:00-05:00,1130.4,1133.46,1127.56,1130.51,1112.6550000000002,,1118.7995024536085,,59.00175476662371,2.468095134508014,,,,63.05436324721666,10.327976217984531
40,2004-11-02 00:00:00-05:00,1125.53,1140.45,1125.27,1130.42,1115.3720000000003,,1120.912320189316,,58.92964932641165,2.015179272441783,,,,65.838135869508,10.674549345271355
